filename,class_id,species,breed_id,breed_name,split
Bengal_173,6,1,2,Bengal,train
Bengal_60,6,1,2,Bengal,train
Bengal_140,6,1,2,Bengal,train
Bengal_93,6,1,2,Bengal,train
Bengal_61,6,1,2,Bengal,train
Bengal_37,6,1,2,Bengal,train
Bengal_155,6,1,2,Bengal,train
Bengal_107,6,1,2,Bengal,train
Bengal_128,6,1,2,Bengal,train
Bengal_7,6,1,2,Bengal,train
Bengal_39,6,1,2,Bengal,train
Bengal_127,6,1,2,Bengal,train
Bengal_132,6,1,2,Bengal,train
Bengal_100,6,1,2,Bengal,train
Bengal_8,6,1,2,Bengal,train
Bengal_141,6,1,2,Bengal,train
Bengal_43,6,1,2,Bengal,train
Bengal_137,6,1,2,Bengal,train
Bengal_154,6,1,2,Bengal,train
Bengal_52,6,1,2,Bengal,train
Bengal_142,6,1,2,Bengal,train
Bengal_32,6,1,2,Bengal,train
Bengal_105,6,1,2,Bengal,train
Bengal_115,6,1,2,Bengal,train
Bengal_72,6,1,2,Bengal,train
Bengal_15,6,1,2,Bengal,train
Bengal_168,6,1,2,Bengal,train
Bengal_156,6,1,2,Bengal,train
Bengal_96,6,1,2,Bengal,train
Bengal_135,6,1,2,Bengal,train
Bengal_125,6,1,2,Bengal,train
Bengal_14,6,1,2,Bengal,train
Bengal_49,6,1,2,Bengal,train
Bengal_53,6,1,2,Bengal,train
Bengal_83,6,1,2,Bengal,train
Bengal_67,6,1,2,Bengal,train
Bengal_48,6,1,2,Bengal,train
Bengal_17,6,1,2,Bengal,train
Bengal_109,6,1,2,Bengal,train
Bengal_106,6,1,2,Bengal,train
Bengal_64,6,1,2,Bengal,train
Bengal_24,6,1,2,Bengal,train
Bengal_2,6,1,2,Bengal,train
Bengal_69,6,1,2,Bengal,train
Bengal_97,6,1,2,Bengal,train
Bengal_70,6,1,2,Bengal,train
Bengal_47,6,1,2,Bengal,train
Birman_146,7,1,3,Birman,train
Birman_34,7,1,3,Birman,train
Birman_134,7,1,3,Birman,train
Birman_54,7,1,3,Birman,train
Birman_118,7,1,3,Birman,train
Birman_196,7,1,3,Birman,train
Birman_81,7,1,3,Birman,train
Birman_149,7,1,3,Birman,train
Birman_66,7,1,3,Birman,train
Birman_62,7,1,3,Birman,train
Birman_175,7,1,3,Birman,train
Birman_87,7,1,3,Birman,train
Birman_84,7,1,3,Birman,train
Birman_90,7,1,3,Birman,train
Birman_19,7,1,3,Birman,train
Birman_129,7,1,3,Birman,train
Birman_104,7,1,3,Birman,train
Birman_80,7,1,3,Birman,train
Birman_29,7,1,3,Birman,train
Birman_119,7,1,3,Birman,train
Birman_75,7,1,3,Birman,train
Birman_180,7,1,3,Birman,train
Birman_6,7,1,3,Birman,train
Birman_73,7,1,3,Birman,train
Birman_35,7,1,3,Birman,train
Birman_166,7,1,3,Birman,train
Birman_82,7,1,3,Birman,train
Birman_124,7,1,3,Birman,train
Birman_4,7,1,3,Birman,train
Birman_148,7,1,3,Birman,train
Birman_172,7,1,3,Birman,train
Birman_185,7,1,3,Birman,train
Birman_85,7,1,3,Birman,train
Birman_27,7,1,3,Birman,train
Birman_178,7,1,3,Birman,train
Birman_3,7,1,3,Birman,train
Birman_86,7,1,3,Birman,train
Birman_45,7,1,3,Birman,train
Birman_187,7,1,3,Birman,train
Birman_46,7,1,3,Birman,train
Birman_122,7,1,3,Birman,train
Birman_55,7,1,3,Birman,train
Birman_22,7,1,3,Birman,train
Birman_130,7,1,3,Birman,train
Birman_121,7,1,3,Birman,train
Birman_74,7,1,3,Birman,train
Birman_138,7,1,3,Birman,train
Birman_191,7,1,3,Birman,train
Birman_57,7,1,3,Birman,train
Birman_165,7,1,3,Birman,train
Birman_88,7,1,3,Birman,train
Birman_200,7,1,3,Birman,train
Birman_139,7,1,3,Birman,train
Birman_28,7,1,3,Birman,train
Birman_92,7,1,3,Birman,train
Birman_65,7,1,3,Birman,train
Birman_10,7,1,3,Birman,train
Birman_78,7,1,3,Birman,train
Birman_170,7,1,3,Birman,train
Birman_157,7,1,3,Birman,train
Birman_174,7,1,3,Birman,train
Birman_199,7,1,3,Birman,train
Birman_20,7,1,3,Birman,train
Birman_50,7,1,3,Birman,train
Birman_108,7,1,3,Birman,train
Birman_56,7,1,3,Birman,train
Birman_59,7,1,3,Birman,train
Birman_182,7,1,3,Birman,train
Birman_133,7,1,3,Birman,train
Birman_158,7,1,3,Birman,train
Birman_126,7,1,3,Birman,train
Birman_112,7,1,3,Birman,train
Birman_63,7,1,3,Birman,train
Birman_173,7,1,3,Birman,train
Birman_60,7,1,3,Birman,train
Birman_140,7,1,3,Birman,train
Birman_93,7,1,3,Birman,train
Birman_61,7,1,3,Birman,train
Birman_37,7,1,3,Birman,train
Birman_155,7,1,3,Birman,train
Birman_107,7,1,3,Birman,train
Birman_128,7,1,3,Birman,train
Birman_7,7,1,3,Birman,train
Birman_39,7,1,3,Birman,train
Birman_127,7,1,3,Birman,train
Birman_132,7,1,3,Birman,train
Birman_100,7,1,3,Birman,train
Birman_8,7,1,3,Birman,train
Birman_141,7,1,3,Birman,train
Birman_43,7,1,3,Birman,train
Birman_137,7,1,3,Birman,train
Birman_154,7,1,3,Birman,train
Birman_52,7,1,3,Birman,train
Birman_142,7,1,3,Birman,train
Birman_32,7,1,3,Birman,train
Birman_105,7,1,3,Birman,train
Birman_115,7,1,3,Birman,train
Birman_72,7,1,3,Birman,train
Birman_15,7,1,3,Birman,train
Birman_168,7,1,3,Birman,train
Birman_156,7,1,3,Birman,train
Birman_96,7,1,3,Birman,train
Birman_135,7,1,3,Birman,train
Birman_125,7,1,3,Birman,train
Birman_14,7,1,3,Birman,train
Birman_49,7,1,3,Birman,train
Birman_53,7,1,3,Birman,train
Birman_83,7,1,3,Birman,train
Birman_67,7,1,3,Birman,train
Birman_48,7,1,3,Birman,train
Birman_17,7,1,3,Birman,train
Birman_109,7,1,3,Birman,train
Birman_106,7,1,3,Birman,train
Birman_64,7,1,3,Birman,train
Birman_24,7,1,3,Birman,train
Birman_2,7,1,3,Birman,train
Birman_69,7,1,3,Birman,train
Birman_97,7,1,3,Birman,train
Birman_70,7,1,3,Birman,train
Birman_47,7,1,3,Birman,train
Bombay_86,8,1,4,Bombay,train
Bombay_214,8,1,4,Bombay,train
Bombay_13,8,1,4,Bombay,train
Bombay_104,8,1,4,Bombay,train
Bombay_90,8,1,4,Bombay,train
Bombay_23,8,1,4,Bombay,train
Bombay_178,8,1,4,Bombay,train
Bombay_118,8,1,4,Bombay,train
Bombay_198,8,1,4,Bombay,train
Bombay_181,8,1,4,Bombay,train
Bombay_136,8,1,4,Bombay,train
Bombay_79,8,1,4,Bombay,train
Bombay_191,8,1,4,Bombay,train
Bombay_140,8,1,4,Bombay,train
Bombay_205,8,1,4,Bombay,train
Bombay_41,8,1,4,Bombay,train
Bombay_170,8,1,4,Bombay,train
Bombay_171,8,1,4,Bombay,train
Bombay_126,8,1,4,Bombay,train
Bombay_53,8,1,4,Bombay,train
Bombay_75,8,1,4,Bombay,train
Bombay_47,8,1,4,Bombay,train
Bombay_62,8,1,4,Bombay,train
Bombay_45,8,1,4,Bombay,train
Bombay_33,8,1,4,Bombay,train
Bombay_152,8,1,4,Bombay,train
Bombay_132,8,1,4,Bombay,train
Bombay_91,8,1,4,Bombay,train
Bombay_1,8,1,4,Bombay,train
Bombay_67,8,1,4,Bombay,train
Bombay_60,8,1,4,Bombay,train
Bombay_130,8,1,4,Bombay,train
Bombay_122,8,1,4,Bombay,train
Bombay_179,8,1,4,Bombay,train
Bombay_83,8,1,4,Bombay,train
Bombay_153,8,1,4,Bombay,train
Bombay_161,8,1,4,Bombay,train
Bombay_5,8,1,4,Bombay,train
Bombay_73,8,1,4,Bombay,train
Bombay_25,8,1,4,Bombay,train
Bombay_10,8,1,4,Bombay,train
Bombay_162,8,1,4,Bombay,train
Bombay_184,8,1,4,Bombay,train
Bombay_57,8,1,4,Bombay,train
Bombay_65,8,1,4,Bombay,train
Bombay_80,8,1,4,Bombay,train
Bombay_64,8,1,4,Bombay,train
Bombay_108,8,1,4,Bombay,train
Bombay_43,8,1,4,Bombay,train
Bombay_55,8,1,4,Bombay,train
Bombay_72,8,1,4,Bombay,train
Bombay_176,8,1,4,Bombay,train
Bombay_84,8,1,4,Bombay,train
Bombay_27,8,1,4,Bombay,train
Bombay_135,8,1,4,Bombay,train
Bombay_119,8,1,4,Bombay,train
Bombay_56,8,1,4,Bombay,train
Bombay_128,8,1,4,Bombay,train
Bombay_112,8,1,4,Bombay,train
Bombay_63,8,1,4,Bombay,train
Bombay_123,8,1,4,Bombay,train
Bombay_188,8,1,4,Bombay,train
Bombay_58,8,1,4,Bombay,train
Bombay_49,8,1,4,Bombay,train
Bombay_2,8,1,4,Bombay,train
Bombay_39,8,1,4,Bombay,train
Bombay_15,8,1,4,Bombay,train
Bombay_107,8,1,4,Bombay,train
Bombay_12,8,1,4,Bombay,train
Bombay_78,8,1,4,Bombay,train
Bombay_31,8,1,4,Bombay,train
Bombay_129,8,1,4,Bombay,train
Bombay_134,8,1,4,Bombay,train
Bombay_100,8,1,4,Bombay,train
Bombay_4,8,1,4,Bombay,train
Bombay_144,8,1,4,Bombay,train
Bombay_66,8,1,4,Bombay,train
Bombay_139,8,1,4,Bombay,train
Bombay_159,8,1,4,Bombay,train
Bombay_82,8,1,4,Bombay,train
Bombay_145,8,1,4,Bombay,train
Bombay_105,8,1,4,Bombay,train
Bombay_115,8,1,4,Bombay,train
Bombay_70,8,1,4,Bombay,train
Bombay_164,8,1,4,Bombay,train
Bombay_173,8,1,4,Bombay,train
Bombay_160,8,1,4,Bombay,train
Bombay_95,8,1,4,Bombay,train
Bombay_137,8,1,4,Bombay,train
Bombay_127,8,1,4,Bombay,train
Bombay_154,8,1,4,Bombay,train
Bombay_36,8,1,4,Bombay,train
Bombay_50,8,1,4,Bombay,train
Bombay_81,8,1,4,Bombay,train
Bombay_59,8,1,4,Bombay,train
Bombay_186,8,1,4,Bombay,train
Bombay_109,8,1,4,Bombay,train
Bombay_106,8,1,4,Bombay,train
Bombay_61,8,1,4,Bombay,train
Bombay_88,8,1,4,Bombay,train
Bombay_89,8,1,4,Bombay,train
Bombay_221,8,1,4,Bombay,train
Bombay_96,8,1,4,Bombay,train
Bombay_18,8,1,4,Bombay,train
Bombay_120,8,1,4,Bombay,train
Bombay_110,8,1,4,Bombay,train
Bombay_167,8,1,4,Bombay,train
Bombay_103,8,1,4,Bombay,train
Bombay_185,8,1,4,Bombay,train
Bombay_37,8,1,4,Bombay,train
British_Shorthair_158,10,1,5,British_Shorthair,train
British_Shorthair_278,10,1,5,British_Shorthair,train
British_Shorthair_139,10,1,5,British_Shorthair,train
British_Shorthair_47,10,1,5,British_Shorthair,train
British_Shorthair_118,10,1,5,British_Shorthair,train
British_Shorthair_223,10,1,5,British_Shorthair,train
British_Shorthair_79,10,1,5,British_Shorthair,train
British_Shorthair_160,10,1,5,British_Shorthair,train
British_Shorthair_60,10,1,5,British_Shorthair,train
British_Shorthair_56,10,1,5,British_Shorthair,train
British_Shorthair_188,10,1,5,British_Shorthair,train
British_Shorthair_87,10,1,5,British_Shorthair,train
British_Shorthair_84,10,1,5,British_Shorthair,train
British_Shorthair_90,10,1,5,British_Shorthair,train
British_Shorthair_241,10,1,5,British_Shorthair,train
British_Shorthair_130,10,1,5,British_Shorthair,train
British_Shorthair_104,10,1,5,British_Shorthair,train
British_Shorthair_78,10,1,5,British_Shorthair,train
British_Shorthair_272,10,1,5,British_Shorthair,train
British_Shorthair_119,10,1,5,British_Shorthair,train
British_Shorthair_70,10,1,5,British_Shorthair,train
British_Shorthair_196,10,1,5,British_Shorthair,train
British_Shorthair_64,10,1,5,British_Shorthair,train
British_Shorthair_68,10,1,5,British_Shorthair,train
British_Shorthair_27,10,1,5,British_Shorthair,train
British_Shorthair_179,10,1,5,British_Shorthair,train
British_Shorthair_82,10,1,5,British_Shorthair,train
British_Shorthair_125,10,1,5,British_Shorthair,train
British_Shorthair_42,10,1,5,British_Shorthair,train
British_Shorthair_15,10,1,5,British_Shorthair,train
British_Shorthair_185,10,1,5,British_Shorthair,train
British_Shorthair_201,10,1,5,British_Shorthair,train
British_Shorthair_85,10,1,5,British_Shorthair,train
British_Shorthair_270,10,1,5,British_Shorthair,train
British_Shorthair_190,10,1,5,British_Shorthair,train
British_Shorthair_31,10,1,5,British_Shorthair,train
British_Shorthair_86,10,1,5,British_Shorthair,train
British_Shorthair_38,10,1,5,British_Shorthair,train
British_Shorthair_204,10,1,5,British_Shorthair,train
British_Shorthair_39,10,1,5,British_Shorthair,train
British_Shorthair_123,10,1,5,British_Shorthair,train
British_Shorthair_48,10,1,5,British_Shorthair,train
British_Shorthair_266,10,1,5,British_Shorthair,train
British_Shorthair_134,10,1,5,British_Shorthair,train
British_Shorthair_122,10,1,5,British_Shorthair,train
British_Shorthair_6,10,1,5,British_Shorthair,train
British_Shorthair_145,10,1,5,British_Shorthair,train
British_Shorthair_212,10,1,5,British_Shorthair,train
British_Shorthair_50,10,1,5,British_Shorthair,train
British_Shorthair_178,10,1,5,British_Shorthair,train
British_Shorthair_88,10,1,5,British_Shorthair,train
British_Shorthair_258,10,1,5,British_Shorthair,train
British_Shorthair_148,10,1,5,British_Shorthair,train
British_Shorthair_271,10,1,5,British_Shorthair,train
British_Shorthair_92,10,1,5,British_Shorthair,train
British_Shorthair_59,10,1,5,British_Shorthair,train
British_Shorthair_10,10,1,5,British_Shorthair,train
British_Shorthair_74,10,1,5,British_Shorthair,train
British_Shorthair_183,10,1,5,British_Shorthair,train
British_Shorthair_169,10,1,5,British_Shorthair,train
British_Shorthair_187,10,1,5,British_Shorthair,train
British_Shorthair_239,10,1,5,British_Shorthair,train
British_Shorthair_263,10,1,5,British_Shorthair,train
British_Shorthair_43,10,1,5,British_Shorthair,train
British_Shorthair_108,10,1,5,British_Shorthair,train
British_Shorthair_49,10,1,5,British_Shorthair,train
British_Shorthair_52,10,1,5,British_Shorthair,train
British_Shorthair_198,10,1,5,British_Shorthair,train
British_Shorthair_137,10,1,5,British_Shorthair,train
British_Shorthair_16,10,1,5,British_Shorthair,train
British_Shorthair_127,10,1,5,British_Shorthair,train
British_Shorthair_112,10,1,5,British_Shorthair,train
British_Shorthair_57,10,1,5,British_Shorthair,train
British_Shorthair_186,10,1,5,British_Shorthair,train
British_Shorthair_54,10,1,5,British_Shorthair,train
British_Shorthair_151,10,1,5,British_Shorthair,train
British_Shorthair_93,10,1,5,British_Shorthair,train
British_Shorthair_55,10,1,5,British_Shorthair,train
British_Shorthair_29,10,1,5,British_Shorthair,train
British_Shorthair_167,10,1,5,British_Shorthair,train
British_Shorthair_107,10,1,5,British_Shorthair,train
British_Shorthair_129,10,1,5,British_Shorthair,train
British_Shorthair_77,10,1,5,British_Shorthair,train
British_Shorthair_30,10,1,5,British_Shorthair,train
British_Shorthair_128,10,1,5,British_Shorthair,train
British_Shorthair_136,10,1,5,British_Shorthair,train
British_Shorthair_100,10,1,5,British_Shorthair,train
British_Shorthair_8,10,1,5,British_Shorthair,train
British_Shorthair_153,10,1,5,British_Shorthair,train
British_Shorthair_36,10,1,5,British_Shorthair,train
British_Shorthair_144,10,1,5,British_Shorthair,train
British_Shorthair_166,10,1,5,British_Shorthair,train
British_Shorthair_45,10,1,5,British_Shorthair,train
British_Shorthair_154,10,1,5,British_Shorthair,train
British_Shorthair_276,10,1,5,British_Shorthair,train
British_Shorthair_105,10,1,5,British_Shorthair,train
British_Shorthair_115,10,1,5,British_Shorthair,train
British_Shorthair_67,10,1,5,British_Shorthair,train
British_Shorthair_172,10,1,5,British_Shorthair,train
British_Shorthair_180,10,1,5,British_Shorthair,train
British_Shorthair_168,10,1,5,British_Shorthair,train
British_Shorthair_96,10,1,5,British_Shorthair,train
British_Shorthair_140,10,1,5,British_Shorthair,train
British_Shorthair_126,10,1,5,British_Shorthair,train
British_Shorthair_161,10,1,5,British_Shorthair,train
British_Shorthair_41,10,1,5,British_Shorthair,train
British_Shorthair_46,10,1,5,British_Shorthair,train
British_Shorthair_83,10,1,5,British_Shorthair,train
British_Shorthair_61,10,1,5,British_Shorthair,train
British_Shorthair_40,10,1,5,British_Shorthair,train
British_Shorthair_195,10,1,5,British_Shorthair,train
British_Shorthair_109,10,1,5,British_Shorthair,train
British_Shorthair_106,10,1,5,British_Shorthair,train
British_Shorthair_58,10,1,5,British_Shorthair,train
British_Shorthair_268,10,1,5,British_Shorthair,train
British_Shorthair_273,10,1,5,British_Shorthair,train
British_Shorthair_63,10,1,5,British_Shorthair,train
British_Shorthair_97,10,1,5,British_Shorthair,train
British_Shorthair_65,10,1,5,British_Shorthair,train
British_Shorthair_3,10,1,5,British_Shorthair,train
Egyptian_Mau_181,12,1,6,Egyptian_Mau,train
Egyptian_Mau_124,12,1,6,Egyptian_Mau,train
Egyptian_Mau_141,12,1,6,Egyptian_Mau,train
Egyptian_Mau_104,12,1,6,Egyptian_Mau,train
Egyptian_Mau_73,12,1,6,Egyptian_Mau,train
Egyptian_Mau_4,12,1,6,Egyptian_Mau,train
Egyptian_Mau_195,12,1,6,Egyptian_Mau,train
Egyptian_Mau_164,12,1,6,Egyptian_Mau,train
Egyptian_Mau_153,12,1,6,Egyptian_Mau,train
Egyptian_Mau_224,12,1,6,Egyptian_Mau,train
Egyptian_Mau_118,12,1,6,Egyptian_Mau,train
Egyptian_Mau_61,12,1,6,Egyptian_Mau,train
Egyptian_Mau_74,12,1,6,Egyptian_Mau,train
Egyptian_Mau_142,12,1,6,Egyptian_Mau,train
Egyptian_Mau_163,12,1,6,Egyptian_Mau,train
Egyptian_Mau_213,12,1,6,Egyptian_Mau,train
Egyptian_Mau_220,12,1,6,Egyptian_Mau,train
Egyptian_Mau_58,12,1,6,Egyptian_Mau,train
Egyptian_Mau_209,12,1,6,Egyptian_Mau,train
Egyptian_Mau_68,12,1,6,Egyptian_Mau,train
Egyptian_Mau_92,12,1,6,Egyptian_Mau,train
Egyptian_Mau_59,12,1,6,Egyptian_Mau,train
Egyptian_Mau_75,12,1,6,Egyptian_Mau,train
Egyptian_Mau_12,12,1,6,Egyptian_Mau,train
Egyptian_Mau_198,12,1,6,Egyptian_Mau,train
Egyptian_Mau_81,12,1,6,Egyptian_Mau,train
Egyptian_Mau_52,12,1,6,Egyptian_Mau,train
Egyptian_Mau_33,12,1,6,Egyptian_Mau,train
Egyptian_Mau_63,12,1,6,Egyptian_Mau,train
Egyptian_Mau_18,12,1,6,Egyptian_Mau,train
Egyptian_Mau_80,12,1,6,Egyptian_Mau,train
Egyptian_Mau_136,12,1,6,Egyptian_Mau,train
Egyptian_Mau_187,12,1,6,Egyptian_Mau,train
Egyptian_Mau_23,12,1,6,Egyptian_Mau,train
Egyptian_Mau_219,12,1,6,Egyptian_Mau,train
Egyptian_Mau_131,12,1,6,Egyptian_Mau,train
Egyptian_Mau_121,12,1,6,Egyptian_Mau,train
Egyptian_Mau_150,12,1,6,Egyptian_Mau,train
Egyptian_Mau_51,12,1,6,Egyptian_Mau,train
Egyptian_Mau_84,12,1,6,Egyptian_Mau,train
Egyptian_Mau_54,12,1,6,Egyptian_Mau,train
